token,label
needed,O
to,O
transform,O
one,O
string,B
into,O
another,O
.,O
This,O
metric,O
has,O
received,O
recent,O
attention,O
as,O
a,O
means,O
of,O
automatically,O
classifying,O
languages,O
into,O
genealogical,B
subgroups,I
.,O
In,O
this,O
article,O
I,O
test,O
the,O
performance,O
of,O
the,O
Levenshtein,B
distance,I
for,O
classifying,B
languages,I
by,O
subsampling,B
three,O
language,O
subsets,O
from,O
a,O
large,O
database,O
of,O
Austronesian,O
languages,O
.,O
Comparing,O
the,O
classification,O
proposed,O
by,O
the,O
Levenshtein,B
distance,I
to,O
that,O
of,O
the,O
comparative,B
method,I
shows,O
that,O
the,O
Levenshtein,B
classification,I
is,O
correct,O
only,O
40,O
%,O
of,O
time,O
.,O
Standardizing,O
the,O
orthography,B
increases,O
the,O
performance,O
",",O
but,O
only,O
to,O
a,O
maximum,O
of,O
65,O
%,O
accuracy,O
within,O
language,O
subgroups,O
.,O
The,O
accuracy,O
of,O
the,O
Levenshtein,B
classification,I
decreases,O
rapidly,O
with,O
phylogenetic,B
distance,I
",",O
failing,O
to,O
discriminate,O
homology,B
and,O
chance,O
similarity,O
across,O
distantly,O
related,O
languages,O
.,O
This,O
poor,O
performance,O
suggests,O
the,O
need,O
for,O
more,O
linguistically,O
nuanced,O
methods,O
for,O
automated,B
language,I
classification,I
tasks,O
.,O
Recent,O
discussions,O
of,O
annotator,B
agreement,O
have,O
mostly,O
centered,O
around,O
its,O
calculation,O
and,O
interpretation,O
",",O
and,O
the,O
correct,O
choice,O
of,O
indices,B
.,O
Although,O
these,O
discussions,O
are,O
important,O
",",O
they,O
only,O
consider,O
the,O
â,O
back,O
-,O
end,O
â,O
of,O
the,O
story,O
",",O
namely,O
",",O
what,O
to,O
do,O
once,O
the,O
data,O
are,O
collected,O
.,O
Just,O
as,O
important,O
in,O
our,O
opinion,O
is,O
to,O
know,O
how,O
agreement,B
is,O
reached,O
in,O
the,O
first,O
place,O
and,O
what,O
factors,O
influence,O
coder,B
agreement,I
as,O
part,O
of,O
the,O
annotation,B
process,O
or,O
setting,O
",",O
as,O
this,O
knowledge,O
can,O
provide,O
concrete,O
guidelines,O
for,O
the,O
planning,O
and,O
set,O
-,O
up,O
of,O
annotation,O
projects,O
.,O
To,O
investigate,O
whether,O
there,O
are,O
factors,O
that,O
consistently,O
impact,O
annotator,B
agreement,O
we,O
conducted,O
a,O
meta,B
-,I
analytic,I
investigation,I
of,O
annotation,B
studies,O
reporting,O
agreement,O
percentages,O
.,O
Our,O
meta,B
-,I
analysis,I
synthesized,O
factors,O
reported,O
in,O
96,O
annotation,B
studies,O
from,O
three,O
domains,O
(,O
word,B
-,I
sense,I
disambiguation,I
",",O
prosodic,B
transcriptions,I
",",O
and,O
phonetic,B
transcriptions,I
),O
and,O
was,O
based,O
on,O
a,O
total,O
of,O
346,O
agreement,O
indices,B
.,O
Our,O
analysis,O
identified,O
seven,O
factors,O
that,O
influence,O
reported,O
agreement,O
values,O
:,O
annotation,B
domain,I
",",O
number,O
of,O
categories,O
in,O
a,O
coding,B
scheme,I
",",O
number,O
of,O
annotators,B
in,O
a,O
project,O
",",O
whether,O
annotators,B
received,O
training,O
",",O
the,O
intensity,O
of,O
annotator,B
training,O
",",O
the,O
annotation,B
purpose,O
",",O
and,O
the,O
method,O
used,O
for,O
the,O
calculation,O
of,O
percentage,O
agreements,O
.,O
Based,O
on,O
our,O
results,O
we,O
develop,O
practical,O
recommendations,O
for,O
the,O
assessment,O
",",O
interpretation,O
",",O
calculation,O
",",O
and,O
reporting,O
of,O
coder,B
agreement,O
.,O
We,O
also,O
briefly,O
discuss,O
theoretical,O
implications,O
for,O
the,O
concept,O
of,O
annotation,B
quality,I
.,O
This,O
article,O
presents,O
our,O
work,O
on,O
constructing,O
a,O
corpus,B
of,O
news,O
articles,O
in,O
which,O
events,O
are,O
annotated,B
for,O
estimated,O
bounds,O
on,O
their,O
duration,O
",",O
and,O
automatically,O
learning,B
from,O
this,O
corpus,B
.,O
We,O
describe,O
the,O
annotation,B
guidelines,I
",",O
the,O
event,O
classes,O
we,O
categorized,O
to,O
reduce,O
gross,O
discrepancies,O
in,O
inter,B
-,I
annotator,I
judgments,I
",",O
and,O
our,O
use,O
of,O
normal,B
distributions,I
to,O
model,O
vague,O
and,O
implicit,O
temporal,O
information,O
and,O
to,O
measure,O
inter,B
-,I
annotator,I
agreement,I
for,O
these,O
event,O
duration,O
distributions,O
.,O
We,O
then,O
show,O
that,O
machine,B
learning,I
techniques,O
applied,O
to,O
this,O
data,O
can,O
produce,O
coarse,O
-,O
grained,O
event,O
duration,O
information,O
automatically,O
",",O
considerably,O
outperforming,B
a,O
baseline,B
and,O
approaching,O
human,O
performance,O
.,O
The,O
methods,O
described,O
here,O
should,O
be,O
applicable,O
to,O
other,O
kinds,O
of,O
vague,O
but,O
substantive,O
information,O
in,O
texts,O
.,O
Noun,B
phrases,I
(,O
nps,B
),O
are,O
a,O
crucial,O
part,O
of,O
natural,B
language,I
",",O
and,O
can,O
have,O
a,O
very,O
complex,O
structure,O
.,O
However,O
",",O
this,O
np,B
structure,I
is,O
largely,O
ignored,O
by,O
the,O
statistical,B
parsing,I
field,I
",",O
as,O
the,O
most,O
widely,O
used,O
corpus,B
is,O
not,O
annotated,B
with,O
it,O
.,O
This,O
lack,O
of,O
gold,B
-,I
standard,I
data,O
has,O
restricted,O
previous,O
efforts,O
to,O
parse,B
nps,B
",",O
making,O
it,O
impossible,O
to,O
perform,O
the,O
supervised,B
experiments,O
that,O
have,O
achieved,O
high,O
performance,O
in,O
so,O
many,O
Natural,B
Language,I
Processing,I
(,O
nlp,B
),O
tasks,O
.,O
We,O
comprehensively,O
solve,O
this,O
problem,O
by,O
manually,O
annotating,B
np,B
structure,O
for,O
the,O
entire,O
Wall,O
Street,O
Journal,O
section,O
of,O
the,O
Penn,B
Treebank,I
.,O
The,O
inter,B
-,I
annotator,I
agreement,I
scores,I
that,O
we,O
attain,O
dispel,O
the,O
belief,O
that,O
the,O
task,O
is,O
too,O
difficult,O
",",O
and,O
demonstrate,O
that,O
consistent,O
np,B
annotation,B
is,O
possible,O
.,O
Our,O
gold,B
-,I
standard,I
np,B
data,O
is,O
now,O
available,O
for,O
use,O
in,O
all,O
parsers,B
.,O
We,O
experiment,O
with,O
this,O
new,O
data,O
",",O
applying,O
the,O
Collins,B
(,O
2003,O
),O
parsing,I
model,I
",",O
and,O
find,O
that,O
its,O
recovery,B
of,O
np,B
structure,I
is,O
significantly,O
worse,O
than,O
its,O
overall,O
performance,O
.,O
The,O
parser,B
's,O
F,B
-,I
score,I
is,O
up,O
to,O
5.69,O
%,O
lower,O
than,O
a,O
baseline,B
that,O
uses,O
deterministic,B
rules,I
.,O
Through,O
much,O
experimentation,O
",",O
we,O
determine,O
that,O
this,O
result,O
is,O
primarily,O
caused,O
by,O
a,O
lack,O
of,O
lexical,B
information,I
.,O
To,O
solve,O
this,O
problem,O
we,O
construct,O
a,O
wide,O
-,O
coverage,O
",",O
large,O
-,O
scale,O
np,B
Bracketing,B
system,I
.,O
With,O
our,O
Penn,B
Treebank,I
data,I
set,O
",",O
which,O
is,O
orders,O
of,O
magnitude,O
larger,O
than,O
those,O
used,O
previously,O
",",O
we,O
build,O
a,O
supervised,B
model,I
that,O
achieves,O
excellent,O
results,O
.,O
Our,O
model,B
performs,O
at,O
93.8,O
%,O
F,B
-,I
score,I
on,O
the,O
simple,O
task,O
that,O
most,O
previous,O
work,O
has,O
undertaken,O
",",O
and,O
extends,O
to,O
bracket,B
longer,O
",",O
more,O
complex,O
nps,B
that,O
are,O
rarely,O
dealt,O
with,O
in,O
the,O
literature,O
.,O
We,O
attain,O
89.14,O
%,O
F,B
-,I
score,I
on,O
this,O
much,O
more,O
difficult,O
task,O
.,O
Finally,O
",",O
we,O
implement,O
a,O
post,B
-,I
processing,I
module,I
that,O
brackets,B
nps,B
identified,O
by,O
the,O
Bikel,O
(,O
2004,O
),O
parser,B
.,O
Our,O
np,B
Bracketing,B
model,I
includes,O
a,O
wide,O
variety,O
of,O
features,O
that,O
provide,O
the,O
lexical,B
information,O
that,O
was,O
missing,O
during,O
the,O
parser,B
experiments,O
",",O
and,O
as,O
a,O
result,O
",",O
we,O
outperform,B
the,O
parser,B
's,O
F,B
-,I
score,I
by,O
9.04,O
%,O
.,O
These,O
experiments,O
demonstrate,O
the,O
utility,O
of,O
the,O
corpus,B
",",O
and,O
show,O
that,O
many,O
nlp,B
applications,O
can,O
now,O
make,O
use,O
of,O
np,B
structure,I
.,O
Although,O
there,O
has,O
been,O
much,O
theoretical,O
work,O
on,O
using,O
various,O
information,O
status,O
distinctions,O
to,O
explain,O
the,O
form,O
of,O
references,O
in,O
written,O
text,O
",",O
there,O
have,O
been,O
few,O
studies,O
that,O
attempt,O
to,O
automatically,O
learn,O
these,O
distinctions,O
for,O
generating,O
references,O
in,O
the,O
context,O
of,O
computer,B
-,I
regenerated,I
text,I
.,O
In,O
this,O
article,O
",",O
we,O
present,O
a,O
model,B
for,O
generating,O
references,O
to,O
people,O
in,O
news,O
summaries,O
that,O
incorporates,O
insights,O
from,O
both,O
theory,O
and,O
a,O
corpus,B
analysis,I
of,O
human,O
written,O
summaries,O
.,O
In,O
particular,O
",",O
our,O
model,B
captures,O
how,O
two,O
properties,O
of,O
a,O
person,O
referred,O
to,O
in,O
the,O
summary,O
â,O
familiarity,O
to,O
the,O
reader,O
and,O
global,O
salience,O
in,O
the,O
news,O
story,O
â,O
affect,O
the,O
content,O
and,O
form,O
of,O
the,O
initial,O
reference,O
to,O
that,O
person,O
in,O
a,O
summary,O
.,O
We,O
demonstrate,O
that,O
these,O
two,O
distinctions,O
can,O
be,O
learned,O
from,O
a,O
typical,O
input,O
for,O
multi,B
-,I
document,I
summarization,I
and,O
that,O
they,O
can,O
be,O
used,O
to,O
make,O
regeneration,B
decisions,O
that,O
improve,O
the,O
quality,O
of,O
extractive,B
summaries,I
.,O
This,O
article,O
investigates,O
the,O
effects,O
of,O
different,O
degrees,O
of,O
contextual,B
granularity,I
on,O
language,B
model,I
performance,O
.,O
It,O
presents,O
a,O
new,O
language,B
model,I
that,O
combines,O
clustering,B
and,O
half,B
-,I
contextualization,I
",",O
a,O
novel,O
representation,O
of,O
contexts,B
.,O
Half,B
-,I
contextualization,I
is,O
based,O
on,O
the,O
half,B
-,I
context,I
hypothesis,I
that,O
states,O
that,O
the,O
distributional,B
characteristics,I
of,O
a,O
word,O
or,O
bigram,B
are,O
best,O
represented,O
by,O
treating,O
its,O
context,B
distribution,I
to,O
the,O
left,O
and,O
right,O
separately,O
and,O
that,O
only,O
directionally,B
relevant,I
distributional,B
information,I
should,O
be,O
used,O
.,O
Clustering,B
is,O
achieved,O
using,O
a,O
new,O
clustering,B
algorithm,B
for,O
class,B
-,I
based,I
language,B
models,I
that,O
compares,O
favorably,O
to,O
the,O
exchange,B
algorithm,I
.,O
When,O
interpolated,O
with,O
a,O
Kneser,B
-,I
Ney,I
model,I
",",O
half,B
-,I
context,I
models,I
are,O
shown,O
to,O
have,O
better,O
perplexity,B
than,O
commonly,O
used,O
interpolated,O
n,B
-,I
gram,I
models,B
and,O
traditional,O
class,B
-,I
based,I
approaches,I
.,O
A,O
novel,O
",",O
fine,O
-,O
grained,O
",",O
context,O
-,O
specific,O
analysis,O
highlights,O
those,O
contexts,O
in,O
which,O
the,O
model,B
performs,O
well,O
and,O
those,O
which,O
are,O
better,O
treated,O
by,O
existing,O
non,B
-,I
class,I
-,I
based,I
models,B
.,O
Bilexical,B
context,I
-,I
free,I
grammars,I
(,O
2,B
-,I
LCFGs,I
),O
have,O
proved,O
to,O
be,O
accurate,O
models,B
for,O
statistical,B
natural,I
language,I
parsing,I
.,O
Existing,O
dynamic,B
programming,I
algorithms,I
used,O
to,O
parse,B
sentences,O
under,O
these,O
models,B
have,O
running,B
time,I
of,O
O(â£wâ£4,O
),O
",",O
where,O
w,O
is,O
the,O
input,O
string,B
.,O
A,O
2,B
-,I
LCFG,I
is,O
splittable,B
if,O
the,O
left,O
arguments,B
of,O
a,O
lexical,B
head,I
are,O
always,O
independent,O
of,O
the,O
right,O
arguments,B
",",O
and,O
vice,O
versa,O
.,O
When,O
a,O
2,B
-,I
LCFGs,I
is,O
splittable,B
",",O
parsing,B
time,O
can,O
be,O
asymptotically,B
improved,O
to,O
O(â£wâ£3,O
),O
.,O
Testing,O
this,O
property,O
is,O
therefore,O
of,O
central,O
interest,O
to,O
parsing,B
efficiency,O
.,O
In,O
this,O
article,O
",",O
however,O
",",O
we,O
show,O
the,O
negative,O
result,O
that,O
splittability,B
of,O
2,B
-,I
LCFGs,I
is,O
undecidable,B
.,O
We,O
present,O
a,O
series,O
of,O
studies,O
of,O
afï¬rmative,O
cue,B
words,I
â,O
a,O
family,O
of,O
cue,B
words,I
such,O
as,O
â,O
okay,O
â,O
or,O
â,O
alright,O
"""",O
that,O
speakers,O
use,O
frequently,O
in,O
conversation,O
.,O
These,O
words,O
pose,O
a,O
challenge,O
for,O
spoken,B
dialogue,I
systems,I
because,O
of,O
their,O
ambiguity,O
:,O
They,O
may,O
be,O
used,O
for,O
agreeing,O
with,O
what,O
the,O
interlocutor,O
has,O
said,O
",",O
indicating,O
continued,B
attention,I
",",O
or,O
for,O
cueing,O
the,O
start,O
of,O
a,O
new,O
topic,O
",",O
among,O
other,O
meanings,O
.,O
We,O
describe,O
differences,O
in,O
the,O
acoustic,B
/,O
prosodic,B
realization,I
of,O
such,O
functions,O
in,O
a,O
corpus,O
of,O
spontaneous,O
",",O
task,B
-,I
oriented,I
dialogues,I
in,O
Standard,O
American,O
English,O
.,O
These,O
results,O
are,O
important,O
both,O
for,O
interpretation,O
and,O
for,O
production,O
in,O
spoken,B
language,I
applications,I
.,O
We,O
also,O
assess,O
the,O
predictive,O
power,O
of,O
computational,B
methods,I
for,O
the,O
automatic,B
disambiguation,I
of,O
these,O
words,O
.,O
We,O
ï¬nd,O
that,O
contextual,B
information,I
and,O
ï¬nal,B
intonation,I
ï¬gure,I
as,O
the,O
most,O
salient,B
cues,I
to,O
automatic,B
disambiguation,I
.,O
We,O
describe,O
a,O
computational,B
model,I
for,O
planning,O
phrases,O
like,O
â,O
more,O
than,O
a,O
quarter,O
â,O
and,O
â,O
25.9,O
per,O
cent,O
â,O
which,O
describe,O
proportions,O
at,O
different,O
levels,O
of,O
precision,O
.,O
The,O
model,O
lays,O
out,O
the,O
key,O
choices,O
in,O
planning,O
a,O
numerical,B
description,I
",",O
using,O
formal,B
deï¬nitions,I
of,O
mathematical,O
form,O
(,O
e.g.,O
",",O
the,O
distinction,O
between,O
fractions,O
and,O
percentages,O
),O
and,O
roundness,B
adapted,O
from,O
earlier,O
studies,O
.,O
The,O
task,O
is,O
modeled,O
as,O
a,O
constraint,B
satisfaction,I
problem,I
",",O
with,O
solutions,O
subsequently,O
ranked,O
by,O
preferences,O
(,O
e.g.,O
",",O
for,O
roundness,B
),O
.,O
Detailed,O
constraints,O
are,O
based,O
on,O
a,O
corpus,B
of,O
numerical,B
expressions,I
collected,O
in,O
the,O
N,O
UM,O
G,O
EN,O
project,O
",",O
1,O
and,O
evaluated,O
through,O
empirical,O
studies,O
in,O
which,O
subjects,O
were,O
asked,O
to,O
produce,O
(,O
or,O
complete,O
),O
numerical,B
expressions,I
in,O
speciï¬ed,O
contexts,O
.,O
Formalizing,O
â,O
meaning,O
as,O
context,O
â,O
mathematically,O
leads,O
to,O
a,O
new,O
",",O
algebraic,B
theory,I
of,O
meaning,O
",",O
in,O
which,O
composition,O
is,O
bilinear,O
and,O
associative,O
.,O
These,O
properties,O
are,O
shared,O
by,O
other,O
methods,O
that,O
have,O
been,O
proposed,O
in,O
the,O
literature,O
",",O
including,O
the,O
tensor,B
product,I
",",O
vector,B
addition,I
",",O
pointwise,B
multiplication,I
",",O
and,O
matrix,B
multiplication,I
.,O
Entailment,B
can,O
be,O
represented,O
by,O
a,O
vector,B
lattice,I
ordering,I
",",O
inspired,O
by,O
a,O
strengthened,O
form,O
of,O
the,O
distributional,B
hypothesis,I
",",O
and,O
a,O
degree,B
of,I
entailment,I
is,O
deï¬ned,O
in,O
the,O
form,O
of,O
a,O
conditional,B
probability,I
.,O
Approaches,O
to,O
the,O
task,O
of,O
recognizing,O
textual,B
entailment,I
",",O
including,O
the,O
use,O
of,O
subsequence,B
matching,I
",",O
lexical,B
entailment,I
probability,I
",",O
and,O
latent,B
Dirichlet,I
allocation,I
",",O
can,O
be,O
described,O
within,O
our,O
framework,O
.,O
Identifying,O
entailment,B
relations,I
between,O
predicates,O
is,O
an,O
important,O
part,O
of,O
applied,B
semantic,I
inference,I
.,O
In,O
this,O
article,O
we,O
propose,O
a,O
global,B
inference,I
algorithm,I
that,O
learns,O
such,O
entailment,B
rules,I
.,O
First,O
",",O
we,O
deï¬ne,O
a,O
graph,B
structure,I
over,O
predicates,O
that,O
represents,O
entailment,B
relations,I
as,O
directed,B
edges,I
.,O
Then,O
",",O
we,O
use,O
a,O
global,B
transitivity,I
constraint,I
on,O
the,O
graph,O
to,O
learn,O
the,O
optimal,B
set,I
of,I
edges,I
",",O
formulating,O
the,O
optimization,B
problem,I
as,O
an,O
Integer,B
Linear,I
Program,I
.,O
The,O
algorithm,O
is,O
applied,O
in,O
a,O
setting,O
where,O
",",O
given,O
a,O
target,B
concept,I
",",O
the,O
algorithm,O
learns,O
on,O
the,O
ï¬y,O
all,O
entailment,B
rules,I
between,O
predicates,O
that,O
co,O
-,O
occur,O
with,O
this,O
concept,O
.,O
Results,O
show,O
that,O
our,O
global,B
algorithm,I
improves,O
performance,O
over,O
baseline,B
algorithms,I
by,O
more,O
than,O
10,O
%,O
.,O
Traditionally,O
",",O
most,O
research,O
in,O
NLP,B
has,O
focused,O
on,O
propositional,B
aspects,I
of,O
meaning,O
.,O
To,O
truly,O
understand,O
language,O
",",O
however,O
",",O
extra,B
-,I
propositional,I
aspects,I
are,O
equally,O
important,O
.,O
Modality,O
and,O
negation,O
typically,O
contribute,O
signiï¬cantly,O
to,O
these,O
extra,B
-,I
propositional,I
meaning,I
aspects,I
.,O
Although,O
modality,O
and,O
negation,O
have,O
often,O
been,O
neglected,O
by,O
mainstream,O
computational,B
linguistics,I
",",O
interest,O
has,O
grown,O
in,O
recent,O
years,O
",",O
as,O
evidenced,O
by,O
several,O
annotation,O
projects,O
dedicated,O
to,O
these,O
phenomena,O
.,O
Researchers,O
have,O
started,O
to,O
work,O
on,O
modeling,B
factuality,O
",",O
belief,O
and,O
certainty,O
",",O
detecting,O
speculative,B
sentences,I
and,O
hedging,O
",",O
identifying,O
contradictions,O
",",O
and,O
determining,O
the,O
scope,O
of,O
expressions,O
of,O
modality,B
and,O
negation,B
.,O
In,O
this,O
article,O
",",O
we,O
will,O
provide,O
an,O
overview,O
of,O
how,O
modality,B
and,O
negation,B
have,O
been,O
modeled,O
in,O
computational,B
linguistics,I
.,O
Identifying,O
the,O
veracity,O
",",O
or,O
factuality,O
",",O
of,O
event,O
mentions,O
in,O
text,O
is,O
fundamental,O
for,O
reasoning,O
about,O
eventualities,O
in,O
discourse,B
.,O
Inferences,B
derived,O
from,O
events,O
judged,O
as,O
not,O
having,O
happened,O
",",O
or,O
as,O
being,O
only,O
possible,O
",",O
are,O
different,O
from,O
those,O
derived,O
from,O
events,O
evaluated,O
as,O
factual,O
.,O
Event,B
factuality,I
involves,O
two,O
separate,O
levels,O
of,O
information,O
.,O
On,O
the,O
one,O
hand,O
",",O
it,O
deals,O
with,O
polarity,O
",",O
which,O
distinguishes,O
between,O
positive,O
and,O
negative,B
instantiations,I
of,O
events,O
.,O
On,O
the,O
other,O
",",O
it,O
has,O
to,O
do,O
with,O
degrees,B
of,I
certainty,I
(,O
e.g.,O
",",O
possible,O
",",O
probable,O
),O
",",O
an,O
information,B
level,I
generally,O
subsumed,O
under,O
the,O
category,O
of,O
epistemic,B
modality,I
.,O
This,O
article,O
aims,O
at,O
contributing,O
to,O
a,O
better,O
understanding,O
of,O
how,O
event,B
factuality,I
is,O
articulated,O
in,O
natural,B
language,I
.,O
For,O
that,O
purpose,O
",",O
we,O
put,O
forward,O
a,O
linguistic,B
-,I
oriented,I
computational,I
model,I
which,O
has,O
at,O
its,O
core,O
an,O
algorithm,O
articulating,O
the,O
effect,O
of,O
factuality,B
relations,I
across,O
levels,O
of,O
syntactic,B
embedding,I
.,O
As,O
a,O
proof,O
of,O
concept,O
",",O
this,O
model,O
has,O
been,O
implemented,O
in,O
De,B
Facto,I
",",O
a,O
factuality,B
proï¬ler,I
for,O
eventualities,O
mentioned,O
in,O
text,O
",",O
and,O
tested,O
against,O
a,O
corpus,O
built,O
speciï¬cally,O
for,O
the,O
task,O
",",O
yielding,O
an,O
F,B
1,I
of,O
0.70,O
(,O
macro,B
-,I
averaging,I
),O
and,O
0.80,O
(,O
micro,B
-,I
averaging,I
),O
.,O
These,O
two,O
measures,O
mutually,O
compensate,O
for,O
an,O
over,O
-,O
emphasis,O
present,O
in,O
the,O
other,O
(,O
either,O
on,O
the,O
lesser,O
or,O
greater,O
populated,B
categories,I
),O
",",O
and,O
can,O
therefore,O
be,O
interpreted,O
as,O
the,O
lower,O
and,O
upper,B
bounds,I
of,O
the,O
De,B
Facto,I
âs,O
performance,O
.,O
Probabilistic,B
grammars,I
are,O
generative,B
statistical,I
models,I
that,O
are,O
useful,O
for,O
compositional,B
and,O
sequential,B
structures,I
.,O
They,O
are,O
used,O
ubiquitously,O
in,O
computational,B
linguistics,I
.,O
We,O
present,O
a,O
framework,O
",",O
reminiscent,O
of,O
structural,B
risk,I
minimization,I
",",O
for,O
empirical,B
risk,I
minimization,I
of,O
probabilistic,B
grammars,I
using,O
the,O
log,B
-,I
loss,I
.,O
We,O
derive,O
sample,B
complexity,I
bounds,I
in,O
this,O
framework,O
that,O
apply,O
both,O
to,O
the,O
supervised,B
setting,I
and,O
the,O
unsupervised,B
setting,I
.,O
By,O
making,O
assumptions,O
about,O
the,O
underlying,B
distribution,I
that,O
are,O
appropriate,O
for,O
natural,B
language,I
scenarios,I
",",O
we,O
are,O
able,O
to,O
derive,O
distribution,B
-,I
dependent,I
sample,I
complexity,I
bounds,I
for,O
probabilistic,B
grammars,I
.,O
We,O
also,O
give,O
simple,O
algorithms,O
for,O
carrying,O
out,O
empirical,B
risk,I
minimization,I
using,O
this,O
framework,O
in,O
both,O
the,O
supervised,B
and,O
unsupervised,B
settings,I
.,O
In,O
the,O
unsupervised,B
case,O
",",O
we,O
show,O
that,O
the,O
problem,O
of,O
minimizing,O
empirical,B
risk,I
is,O
NP,B
-,I
hard,I
.,O
We,O
therefore,O
suggest,O
an,O
approximate,B
algorithm,I
",",O
similar,O
to,O
expectation,O
-,O
maximization,O
",",O
to,O
minimize,O
the,O
empirical,B
risk,I
.,O
Information,B
graphics,I
(,O
such,O
as,O
bar,B
charts,I
and,O
line,B
graphs,I
),O
play,O
a,O
vital,O
role,O
in,O
many,O
multimodal,B
documents,I
.,O
The,O
majority,O
of,O
information,B
graphics,I
that,O
appear,O
in,O
popular,O
media,O
are,O
intended,O
to,O
convey,O
a,O
message,O
and,O
the,O
graphic,B
designer,I
uses,O
deliberate,B
communicative,I
signals,I
",",O
such,O
as,O
highlighting,O
certain,O
aspects,O
of,O
the,O
graphic,O
",",O
in,O
order,O
to,O
